#{"t_start": 1629205224.2267869, "env_id": null}
r,l,t 
-0.777778,3,39.653732
-9.777778,3,39.653732
-9.777778,3,39.669371
-9.555556,5,39.669371
-9.777778,3,39.684995
-0.777778,3,39.684995
-0.777778,3,39.700566
-0.777778,3,39.716235
-9.777778,3,39.716235
-0.777778,3,39.731862
0.444444,5,39.731862
-9.777778,3,39.747478
-9.777778,3,39.747478
-0.777778,3,39.763113
-9.777778,3,39.778737
-0.777778,3,39.778737
-9.666667,4,39.794341
-0.777778,3,39.794341
-0.777778,3,39.809978
-9.888889,2,39.809978
-9.777778,3,39.863521
-9.777778,3,39.871579
-0.777778,3,39.895562
-0.777778,3,39.919293
-0.777778,3,39.934938
-0.777778,3,39.966157
-0.777778,3,39.981803
-0.777778,3,39.981803
-0.666667,4,39.997359
-0.777778,3,40.013307
-9.888889,2,40.013307
-0.777778,3,40.029257
-9.888889,2,40.029257
-0.666667,4,40.044867
-0.777778,3,40.062872
-9.777778,3,40.07921
-0.666667,4,40.110513
-9.888889,2,40.110513
-0.777778,3,40.126155
-9.666667,4,40.157387
-0.666667,4,40.17301
-0.777778,3,40.204616
-0.777778,3,40.220239
-9.666667,4,40.235869
-9.666667,4,40.26712
-0.777778,3,40.282739
-0.777778,3,40.313978
-0.777778,3,40.329601
-9.666667,4,40.345234
-0.666667,4,40.376473
-9.777778,3,40.376473
-9.777778,3,40.392102
-9.777778,3,40.407732
-0.777778,3,40.423385
-9.777778,3,40.438966
-9.777778,3,40.454583
-9.666667,4,40.47017
-0.777778,3,40.485861
-0.777778,3,40.501477
-0.666667,4,40.532713
-9.777778,3,40.620393
-0.666667,4,40.63633
-9.666667,4,40.66621
-0.777778,3,40.681831
-0.777778,3,40.697453
-0.777778,3,40.713077
-0.666667,4,40.728738
-0.777778,3,40.744381
-9.888889,2,40.744381
-9.666667,4,40.760004
-0.666667,4,40.775629
-0.777778,3,40.791332
-9.777778,3,40.806922
-0.777778,3,40.822537
-9.888889,2,40.822537
-0.777778,3,40.822537
-9.666667,4,40.838124
-0.777778,3,40.853787
-9.777778,3,40.853787
-0.777778,3,40.86942
-9.666667,4,40.86942
-0.777778,3,40.88503
-9.777778,3,40.900658
-9.777778,3,40.900658
-0.666667,4,40.916274
-9.666667,4,40.931916
-0.777778,3,40.947566
-0.777778,3,40.978774
-0.777778,3,40.994395
-0.666667,4,41.010027
-0.777778,3,41.046445
-9.888889,2,41.054508
-0.777778,3,41.078477
-0.777778,3,41.094475
-9.555556,5,41.118455
-9.666667,4,41.142387
-0.777778,3,41.15802
-0.777778,3,41.189367
-0.777778,3,41.206116
-0.777778,3,41.286574
-9.888889,2,41.302601
-0.777778,3,41.318604
-0.777778,3,41.333444
-0.777778,3,41.333444
-9.666667,4,41.349138
-0.777778,3,41.364725
-0.666667,4,41.364725
-0.777778,3,41.395938
-0.777778,3,41.411601
-9.666667,4,41.427185
-9.777778,3,41.442856
-0.777778,3,41.474056
-9.777778,3,41.489677
-0.777778,3,41.505301
-0.666667,4,41.520923
-0.777778,3,41.536546
-9.777778,3,41.536546
-0.777778,3,41.552169
-9.777778,3,41.567792
-0.777778,3,41.567792
-0.777778,3,41.583416
-0.777778,3,41.583416
-9.777778,3,41.59904
-9.888889,2,41.59904
-0.777778,3,41.614771
-0.777778,3,41.63054
-9.777778,3,41.646161
-0.777778,3,41.661754
-9.777778,3,41.693
-9.777778,3,41.708625
-0.777778,3,41.724254
-0.777778,3,41.755506
-9.888889,2,41.774436
-9.777778,3,41.791075
-0.777778,3,41.806748
-0.777778,3,41.822427
-0.777778,3,41.853918
-0.777778,3,41.869497
-0.777778,3,41.886293
-9.777778,3,41.917593
0.444444,5,41.93321
-0.777778,3,42.028947
-9.777778,3,42.04492
-9.777778,3,42.068882
-0.777778,3,42.092873
-0.777778,3,42.118031
-9.777778,3,42.134588
-0.777778,3,42.158616
-0.777778,3,42.177071
-0.777778,3,42.192739
-9.777778,3,42.208388
-9.666667,4,42.23957
-0.777778,3,42.255241
-0.777778,3,42.287562
-0.777778,3,42.303235
-0.777778,3,42.31887
-0.666667,4,42.334437
-9.666667,4,42.350061
-0.777778,3,42.365734
-0.777778,3,42.381307
-0.666667,4,42.412607
-0.777778,3,42.428225
-0.777778,3,42.443846
-9.777778,3,42.459492
-0.777778,3,42.490711
-0.777778,3,42.506348
-0.777778,3,42.521966
-0.777778,3,42.553198
-9.666667,4,42.568853
-0.777778,3,42.584458
-9.666667,4,42.615705
-0.777778,3,42.631329
-9.888889,2,42.646953
-9.888889,2,42.662585
-0.777778,3,42.67821
-9.666667,4,42.693857
-0.777778,3,42.709473
-0.777778,3,42.740928
-0.777778,3,42.75662
-0.666667,4,42.788225
-0.777778,3,42.804081
-0.777778,3,42.882187
-9.777778,3,42.900919
-0.777778,3,42.924914
-0.777778,3,42.948589
-0.777778,3,42.964212
-0.777778,3,42.979875
-9.666667,4,43.011104
-0.777778,3,43.0267
-9.777778,3,43.042348
-0.777778,3,43.07458
-9.777778,3,43.090581
-0.777778,3,43.114574
-0.777778,3,43.138563
-0.777778,3,43.154554
-0.777778,3,43.178536
-0.666667,4,43.202566
-9.666667,4,43.218534
-0.777778,3,43.242357
-0.777778,3,43.257966
-0.777778,3,43.281929
-0.777778,3,43.311641
-0.666667,4,43.327315
-9.777778,3,43.342937
-9.777778,3,43.374315
-0.777778,3,43.390069
-0.777778,3,43.390069
-9.777778,3,43.40681
-0.777778,3,43.40681
-0.777778,3,43.422493
-0.777778,3,43.438103
-9.666667,4,43.438103
-0.777778,3,43.453732
-0.777778,3,43.453732
-9.777778,3,43.469309
-0.777778,3,43.484966
-9.888889,2,43.484966
-0.666667,4,43.500602
-0.777778,3,43.500602
-9.777778,3,43.516227
-9.666667,4,43.516227
-0.777778,3,43.531847
-0.777778,3,43.575559
-0.777778,3,43.591552
-0.777778,3,43.614536
-9.777778,3,43.63019
-0.777778,3,43.645804
-0.777778,3,43.661462
-0.666667,4,43.69268
-0.777778,3,43.708318
-0.777778,3,43.739543
-9.555556,5,43.755178
-0.777778,3,43.770801
-0.777778,3,43.802047
-0.777778,3,43.817667
-9.777778,3,43.833294
-9.555556,5,43.86454
-0.777778,3,43.880161
-0.777778,3,43.895813
-9.555556,5,43.927041
-0.777778,3,43.942667
-0.666667,4,43.958293
-0.777778,3,43.973894
-9.777778,3,43.989524
-0.777778,3,44.020763
-0.777778,3,44.036403
-0.777778,3,44.069782
-0.777778,3,44.085802
-0.777778,3,44.1098
-0.777778,3,44.133744
-9.777778,3,44.149791
-0.777778,3,44.173774
-0.777778,3,44.190934
-0.777778,3,44.214943
-0.777778,3,44.238914
-0.666667,4,44.254908
-0.777778,3,44.279504
-9.666667,4,44.295133
-0.777778,3,44.310752
-9.777778,3,44.326366
-9.777778,3,44.342029
-9.666667,4,44.421021
-9.777778,3,44.436996
-9.555556,5,44.463782
-0.777778,3,44.47945
-0.777778,3,44.495073
-9.777778,3,44.495073
-0.777778,3,44.510709
-0.777778,3,44.541954
-0.777778,3,44.557562
-9.888889,2,44.573196
-0.777778,3,44.588814
-0.777778,3,44.604447
-0.666667,4,44.620073
-0.777778,3,44.635721
-9.888889,2,44.651317
-0.666667,4,44.666944
-0.777778,3,44.682549
-0.777778,3,44.698165
-0.777778,3,44.713806
-0.777778,3,44.733836
-0.777778,3,44.749512
-0.777778,3,44.765139
-9.777778,3,44.796386
-0.777778,3,44.812001
-9.777778,3,44.827674
-9.555556,5,44.844361
-0.777778,3,44.86004
-9.777778,3,44.87566
-0.777778,3,44.891302
-0.777778,3,44.906933
-0.777778,3,44.922541
-0.777778,3,44.938167
-0.666667,4,44.953787
-0.777778,3,44.969424
-9.777778,3,44.985041
-0.777778,3,45.000643
-0.777778,3,45.016281
-9.777778,3,45.031902
-9.777778,3,45.05984
-0.777778,3,45.083873
-0.777778,3,45.099879
-0.777778,3,45.187789
-0.777778,3,45.211842
-0.666667,4,45.227811
-0.777778,3,45.243809
-0.666667,4,45.268847
-9.888889,2,45.276862
-9.888889,2,45.292845
-0.777778,3,45.316843
-0.777778,3,45.333038
-0.777778,3,45.348747
-0.777778,3,45.37997
-9.555556,5,45.395604
-0.777778,3,45.411237
-0.777778,3,45.426861
-9.777778,3,45.442483
-0.666667,4,45.473769
-0.777778,3,45.489344
-0.777778,3,45.504965
-0.777778,3,45.536222
-0.777778,3,45.551837
-0.777778,3,45.551837
-0.777778,3,45.583045
-9.777778,3,45.598701
-9.777778,3,45.614334
-9.888889,2,45.614334
-0.666667,4,45.640958
-9.777778,3,45.656634
-0.777778,3,45.691926
-9.777778,3,45.707604
-0.777778,3,45.723227
-0.777778,3,45.738855
-0.777778,3,45.770088
-0.777778,3,45.78572
-9.888889,2,45.801343
-0.777778,3,45.816971
-9.777778,3,45.832584
-0.666667,4,45.848219
-0.777778,3,45.863848
-9.666667,4,45.895092
-0.777778,3,45.910707
-0.777778,3,45.94195
-9.777778,3,46.020022
-0.777778,3,46.039694
-0.777778,3,46.066276
-0.666667,4,46.090202
-0.666667,4,46.114222
-0.777778,3,46.138209
-0.777778,3,46.154212
-9.777778,3,46.178199
-9.888889,2,46.186196
-0.777778,3,46.210197
-0.777778,3,46.226205
-0.666667,4,46.25017
-0.777778,3,46.266173
-0.777778,3,46.290149
-0.777778,3,46.306154
-0.777778,3,46.322155
-0.777778,3,46.346127
-0.777778,3,46.362114
-0.777778,3,46.378259
-9.777778,3,46.393941
-9.777778,3,46.409585
-0.777778,3,46.440756
-0.777778,3,46.456421
-9.888889,2,46.472049
-9.777778,3,46.487673
-9.888889,2,46.503329
0.444444,5,46.51892
-9.777778,3,46.55017
-0.777778,3,46.565987
-0.666667,4,46.597298
-9.777778,3,46.612916
-9.666667,4,46.628544
-0.777778,3,46.659797
-0.666667,4,46.675408
-0.777778,3,46.691038
-0.777778,3,46.706659
-9.666667,4,46.722298
-9.777778,3,46.737921
-0.777778,3,46.753806
-9.888889,2,46.769975
-0.777778,3,46.785805
-9.777778,3,46.849724
-9.777778,3,46.881481
-0.666667,4,46.905419
-0.777778,3,46.927246
-0.666667,4,46.942883
-0.666667,4,46.958511
-0.666667,4,46.974119
-0.777778,3,46.989749
-9.666667,4,47.005368
0.444444,5,47.005368
-0.777778,3,47.021003
-0.777778,3,47.036559
-0.666667,4,47.036559
-9.666667,4,47.053193
-0.777778,3,47.061239
-0.777778,3,47.069232
-9.777778,3,47.077356
-0.777778,3,47.077356
-0.666667,4,47.093027
-9.777778,3,47.108638
-0.777778,3,47.108638
-0.777778,3,47.124306
-9.777778,3,47.124306
-9.888889,2,47.139906
-9.666667,4,47.139906
-0.777778,3,47.155525
-0.777778,3,47.155525
-0.666667,4,47.171132
-0.777778,3,47.186769
-0.666667,4,47.202413
-0.777778,3,47.218032
-0.777778,3,47.233647
-9.666667,4,47.249215
-0.777778,3,47.264886
-0.666667,4,47.296138
-9.777778,3,47.311764
-9.555556,5,47.327375
-9.777778,3,47.343002
-9.777778,3,47.441786
-0.777778,3,47.465893
-0.777778,3,47.483104
-0.777778,3,47.498801
-9.777778,3,47.530037
-0.777778,3,47.545678
-9.666667,4,47.56129
-0.666667,4,47.576926
-0.777778,3,47.608147
0.444444,5,47.623779
-0.666667,4,47.655021
-0.777778,3,47.670653
-9.555556,5,47.68641
-0.777778,3,47.702028
-0.777778,3,47.733277
-0.777778,3,47.748899
-9.888889,2,47.76452
-9.666667,4,47.780153
-0.666667,4,47.811393
-0.777778,3,47.827015
-0.777778,3,47.858255
-9.666667,4,47.873877
-0.777778,3,47.889507
-0.777778,3,47.920757
-9.777778,3,47.936377
-9.666667,4,47.967579
-0.777778,3,47.983263
-0.777778,3,47.998872
-0.777778,3,48.030126
-0.777778,3,48.05045
-0.777778,3,48.074667
-0.777778,3,48.090646
-9.666667,4,48.114646
-0.777778,3,48.130774
-0.777778,3,48.146484
-0.777778,3,48.162093
-9.777778,3,48.193337
-0.777778,3,48.208943
-0.777778,3,48.224576
-0.777778,3,48.310261
-9.666667,4,48.334277
-0.777778,3,48.350346
-0.777778,3,48.366017
-0.777778,3,48.381628
-0.777778,3,48.412876
-9.666667,4,48.42848
-0.777778,3,48.444131
-0.777778,3,48.459793
-0.777778,3,48.475377
-0.777778,3,48.506615
-0.777778,3,48.522195
-0.777778,3,48.537871
-9.888889,2,48.537871
-0.777778,3,48.569118
-0.777778,3,48.584732
-0.777778,3,48.615971
-9.777778,3,48.631593
-0.777778,3,48.647228
-9.777778,3,48.662866
-0.666667,4,48.694099
-0.777778,3,48.709729
-9.888889,2,48.725389
-0.777778,3,48.740993
-0.777778,3,48.756588
-0.777778,3,48.787836
-0.777778,3,48.80346
-0.777778,3,48.834698
-0.777778,3,48.85034
-9.777778,3,48.865952
0.444444,5,48.897191
-9.777778,3,48.912814
-9.555556,5,48.928446
-0.777778,3,48.959693
-0.666667,4,48.975315
-0.666667,4,48.990949
1.333333,4,49.006572
-0.777778,3,49.022142
-9.666667,4,49.037959
-0.777778,3,49.12663
-0.666667,4,49.158673
-0.777778,3,49.174646
-0.777778,3,49.198702
-0.777778,3,49.214373
-0.777778,3,49.23001
-0.666667,4,49.245574
-9.666667,4,49.26124
-0.666667,4,49.276833
1.333333,4,49.292465
-9.777778,3,49.308114
-0.777778,3,49.323735
-9.666667,4,49.354985
-0.777778,3,49.370616
-0.777778,3,49.401809
-9.777778,3,49.41747
-9.777778,3,49.43313
-0.777778,3,49.448756
-0.777778,3,49.479969
-0.777778,3,49.495585
-0.777778,3,49.51125
-0.777778,3,49.542474
-0.777778,3,49.558087
-0.666667,4,49.558087
-9.555556,5,49.573661
-0.777778,3,49.604958
-9.888889,2,49.620582
-0.777778,3,49.636203
-9.777778,3,49.651873
-0.777778,3,49.667455
-0.777778,3,49.683069
-0.666667,4,49.698692
-0.666667,4,49.729937
-9.777778,3,49.729937
-0.777778,3,49.745569
-0.777778,3,49.761183
-0.777778,3,49.77681
-0.777778,3,49.79244
-9.777778,3,49.808061
-9.777778,3,49.823684
-9.777778,3,49.918056
-0.777778,3,49.941979
-0.777778,3,49.958016
-0.777778,3,49.981777
-9.666667,4,49.99738
-9.777778,3,50.013006
-0.777778,3,50.044253
-9.777778,3,50.06902
-0.777778,3,50.085075
-0.777778,3,50.109057
-0.777778,3,50.125057
-0.777778,3,50.141062
-0.666667,4,50.16504
-0.777778,3,50.193357
-9.777778,3,50.209399
-9.666667,4,50.233502
-9.666667,4,50.249174
-0.777778,3,50.280421
-9.777778,3,50.295996
-0.777778,3,50.311673
-0.777778,3,50.343992
-0.777778,3,50.359674
-9.666667,4,50.375307
-0.666667,4,50.40654
-0.777778,3,50.422176
-0.777778,3,50.437786
-0.777778,3,50.453441
-9.666667,4,50.469033
-0.777778,3,50.484656
-0.777778,3,50.5159
-9.888889,2,50.5159
-0.777778,3,50.547152
-9.555556,5,50.562771
-0.777778,3,50.594069
-0.777778,3,50.610212
-0.777778,3,50.625987
-9.555556,5,50.657229
-0.777778,3,50.672854
-9.777778,3,50.688456
-9.888889,2,50.766526
-9.888889,2,50.785329
-9.777778,3,50.809506
-9.888889,2,50.824554
-0.777778,3,50.84023
-0.666667,4,50.855885
-0.666667,4,50.871472
-0.777778,3,50.88709
-0.777778,3,50.902719
-0.777778,3,50.918351
-0.666667,4,50.93396
-0.777778,3,50.949576
-9.777778,3,50.965219
-0.777778,3,50.980789
-0.666667,4,50.99647
-0.777778,3,51.012099
-0.666667,4,51.012099
-9.777778,3,51.027691
-0.777778,3,51.043315
-0.777778,3,51.058981
-9.777778,3,51.071091
-0.777778,3,51.09507
-9.777778,3,51.111059
-0.777778,3,51.135059
-0.777778,3,51.159053
-0.777778,3,51.17504
-0.777778,3,51.199033
-0.777778,3,51.22303
-9.555556,5,51.24702
-9.777778,3,51.26302
-0.777778,3,51.279096
-0.777778,3,51.310398
-9.555556,5,51.326003
-9.666667,4,51.341669
-9.666667,4,51.357273
-0.777778,3,51.388515
-0.777778,3,51.404086
-0.777778,3,51.419754
-0.666667,4,51.450999
-0.777778,3,51.466624
-0.777778,3,51.554925
-0.777778,3,51.570925
-0.777778,3,51.59498
-9.777778,3,51.610679
-0.777778,3,51.626268
-0.777778,3,51.626268
-9.666667,4,51.641885
-0.777778,3,51.657552
-9.666667,4,51.673184
-0.666667,4,51.704406
-0.777778,3,51.720013
-0.777778,3,51.735664
-0.777778,3,51.751309
-9.777778,3,51.766885
-9.666667,4,51.798132
-0.777778,3,51.813756
-9.888889,2,51.82938
-9.777778,3,51.845048
1.333333,4,51.876271
-0.777778,3,51.891873
-0.777778,3,51.907506
-9.666667,4,51.938742
-0.777778,3,51.954366
-0.777778,3,51.970012
-0.777778,3,51.985623
-9.777778,3,52.001254
-9.777778,3,52.016877
-0.777778,3,52.032485
-0.777778,3,52.066259
-0.777778,3,52.08231
-9.777778,3,52.106324
-0.777778,3,52.122273
-0.777778,3,52.146287
-9.666667,4,52.170258
-9.777778,3,52.186323
-0.777778,3,52.202417
-0.777778,3,52.218374
-9.777778,3,52.234388
-0.666667,4,52.242362
-9.666667,4,52.25841
-0.777778,3,52.339688
-0.666667,4,52.363729
-0.666667,4,52.389675
-9.888889,2,52.405366
-9.777778,3,52.424284
-9.777778,3,52.42529
-9.777778,3,52.440976
-0.777778,3,52.472215
-0.777778,3,52.487845
-0.777778,3,52.50346
-9.666667,4,52.535826
-0.666667,4,52.551505
-0.666667,4,52.58275
-9.888889,2,52.598383
-0.666667,4,52.614026
-0.777778,3,52.645239
-0.777778,3,52.660859
-0.777778,3,52.676493
-0.666667,4,52.692124
-0.777778,3,52.723353
-0.777778,3,52.723353
-0.666667,4,52.738969
-0.777778,3,52.754632
-9.888889,2,52.770187
-9.777778,3,52.785882
-0.777778,3,52.817576
-0.777778,3,52.83344
-9.666667,4,52.864685
-0.777778,3,52.880318
-0.777778,3,52.895935
-9.777778,3,52.927181
-0.666667,4,52.942755
-0.777778,3,52.958445
-9.777778,3,52.974051
-0.666667,4,53.005295
-0.777778,3,53.02092
-0.777778,3,53.036551
-0.777778,3,53.036551
-9.777778,3,53.052727
-0.666667,4,53.132695
-0.666667,4,53.156707
-0.777778,3,53.172686
-0.777778,3,53.188686
-0.777778,3,53.212665
-0.777778,3,53.228694
-0.777778,3,53.252692
-0.777778,3,53.276684
-0.777778,3,53.292675
-9.666667,4,53.316676
-0.777778,3,53.340659
-9.777778,3,53.356651
-0.666667,4,53.380844
-0.777778,3,53.396534
-0.777778,3,53.412131
-0.777778,3,53.427763
-0.777778,3,53.459009
-0.777778,3,53.474633
-9.777778,3,53.490259
-0.777778,3,53.521464
-0.777778,3,53.537126
-9.666667,4,53.552748
-0.777778,3,53.584011
-0.666667,4,53.599618
-0.777778,3,53.630853
-9.666667,4,53.646443
-9.666667,4,53.677742
-0.777778,3,53.69335
-0.777778,3,53.708983
-0.777778,3,53.740231
-9.555556,5,53.755869
-0.777778,3,53.787097
-9.777778,3,53.802723
-0.777778,3,53.818378
-9.666667,4,53.849592
-0.777778,3,53.865208
-0.777778,3,53.880839
-0.777778,3,53.896485
-9.666667,4,53.912097
-0.777778,3,53.990181
1.333333,4,54.022887
-9.777778,3,54.038917
-0.777778,3,54.068264
1.333333,4,54.0921
-0.777778,3,54.107731
-0.777778,3,54.123355
-0.777778,3,54.154601
-0.777778,3,54.170232
-0.777778,3,54.185851
-0.777778,3,54.217452
-0.777778,3,54.233073
-9.666667,4,54.264318
-0.777778,3,54.285831
-0.666667,4,54.301508
-0.777778,3,54.332772
-0.777778,3,54.348392
-0.777778,3,54.379616
-9.888889,2,54.379616
-0.777778,3,54.412011
-0.777778,3,54.427636
-0.666667,4,54.458892
-0.777778,3,54.474494
0.444444,5,54.490126
-0.777778,3,54.521381
-9.666667,4,54.537001
-0.777778,3,54.568246
-0.777778,3,54.583866
-0.777778,3,54.615115
-0.777778,3,54.630729
-9.777778,3,54.64636
-0.777778,3,54.67762
-0.777778,3,54.693252
-0.777778,3,54.708853
-0.666667,4,54.740103
-0.777778,3,54.755726
-0.777778,3,54.77139
-0.777778,3,54.802605
-0.777778,3,54.818209
-0.777778,3,54.833851
-0.666667,4,54.929441
-0.666667,4,54.953458
-0.777778,3,54.97065
-9.777778,3,54.986323
-0.777778,3,55.017832
-9.777778,3,55.033468
-0.777778,3,55.065562
-9.777778,3,55.081556
-0.777778,3,55.105548
-0.777778,3,55.121539
-0.777778,3,55.145378
-0.777778,3,55.161111
-0.777778,3,55.177049
-0.777778,3,55.192842
-0.777778,3,55.208447
-9.777778,3,55.239687
-0.777778,3,55.255307
0.444444,5,55.270928
-9.888889,2,55.286545
-0.777778,3,55.302198
0.444444,5,55.333413
-0.777778,3,55.349044
-0.666667,4,55.380284
-0.777778,3,55.395916
-0.777778,3,55.411539
-0.777778,3,55.427154
-0.666667,4,55.458423
-0.777778,3,55.474029
-0.777778,3,55.489669
0.444444,5,55.5209
-0.777778,3,55.536525
-0.777778,3,55.55215
-0.666667,4,55.583347
-0.777778,3,55.598968
-9.888889,2,55.614688
-0.777778,3,55.630266
-0.777778,3,55.661508
-0.777778,3,55.677127
-0.777778,3,55.692767
-0.777778,3,55.708425
-0.777778,3,55.771876
-9.888889,2,55.787915
-9.555556,5,55.811911
-9.777778,3,55.835655
-9.777778,3,55.851273
-9.888889,2,55.866893
-0.777778,3,55.882471
-0.666667,4,55.913716
-0.777778,3,55.929392
-0.666667,4,55.945022
-0.777778,3,55.960634
-0.777778,3,55.991879
-0.777778,3,56.007454
-9.777778,3,56.023159
-0.777778,3,56.055017
-9.777778,3,56.071974
-0.777778,3,56.095955
-0.777778,3,56.113266
-9.888889,2,56.129239
-0.666667,4,56.145225
-0.666667,4,56.161221
-9.888889,2,56.169255
-0.777778,3,56.177345
-0.777778,3,56.193017
-0.777778,3,56.224216
-0.777778,3,56.239917
-9.555556,5,56.255524
-0.777778,3,56.255524
-9.888889,2,56.271122
0.444444,5,56.286773
-9.666667,4,56.302431
-0.777778,3,56.333635
-0.666667,4,56.349242
-9.777778,3,56.349242
-0.777778,3,56.380489
-0.777778,3,56.396112
-0.777778,3,56.411746
-0.777778,3,56.427373
-0.777778,3,56.442941
-0.777778,3,56.442941
-0.777778,3,56.489813
-0.777778,3,56.529978
-9.777778,3,56.545972
-0.777778,3,56.569697
-9.777778,3,56.585329
-0.777778,3,56.600954
-0.777778,3,56.63224
-0.777778,3,56.647838
-0.777778,3,56.66346
-9.888889,2,56.680695
-0.777778,3,56.712022
-0.777778,3,56.712022
-0.777778,3,56.727587
-0.777778,3,56.743248
-0.777778,3,56.743248
-0.777778,3,56.75888
-0.777778,3,56.75888
-0.777778,3,56.774487
-0.777778,3,56.790189
-0.666667,4,56.791232
-0.777778,3,56.806896
-9.888889,2,56.806896
-9.666667,4,56.822516
-9.666667,4,56.822516
-0.666667,4,56.838147
-0.666667,4,56.853786
-0.777778,3,56.869351
-0.777778,3,56.885324
-0.777778,3,56.901021
-9.777778,3,56.901021
-0.777778,3,56.916652
-9.888889,2,56.916652
-0.666667,4,56.932284
-0.777778,3,56.932284
1.333333,4,56.947926
-0.777778,3,56.963515
-9.555556,5,56.963515
-0.777778,3,56.979153
-0.777778,3,56.979153
0.444444,5,57.00051
-0.777778,3,57.060233
-9.555556,5,57.092213
-0.777778,3,57.109329
-0.666667,4,57.125371
-0.777778,3,57.133368
-9.777778,3,57.141375
1.333333,4,57.149366
-0.777778,3,57.16535
-9.777778,3,57.173374
-9.777778,3,57.181342
-0.666667,4,57.189336
-9.555556,5,57.201774
-9.777778,3,57.209759
-0.777778,3,57.217799
-0.777778,3,57.225799
-0.777778,3,57.234061
-0.666667,4,57.249747
-0.777778,3,57.249747
-0.777778,3,57.265366
-0.777778,3,57.265366
-9.555556,5,57.281011
-0.777778,3,57.296597
1.333333,4,57.296597
-0.777778,3,57.312179
-0.777778,3,57.327845
-9.666667,4,57.327845
-0.777778,3,57.343471
-0.777778,3,57.359082
-0.777778,3,57.359082
-9.777778,3,57.374705
-0.777778,3,57.374705
-0.777778,3,57.39035
-0.777778,3,57.39035
-0.777778,3,57.405954
-0.666667,4,57.421578
-9.666667,4,57.437218
-9.555556,5,57.437218
-9.777778,3,57.452825
-0.777778,3,57.526404
-9.555556,5,57.551529
-9.888889,2,57.567228
-0.666667,4,57.583974
-0.777778,3,57.615231
-9.777778,3,57.630904
-0.777778,3,57.646473
-9.666667,4,57.677778
-0.777778,3,57.693347
-0.777778,3,57.708971
-0.777778,3,57.740213
-9.888889,2,57.740213
-0.777778,3,57.755835
-0.777778,3,57.77155
-0.777778,3,57.802757
-0.777778,3,57.818378
-0.777778,3,57.834021
-0.777778,3,57.8652
-0.777778,3,57.880822
-0.777778,3,57.896444
-0.777778,3,57.912152
-0.777778,3,57.927692
-0.777778,3,57.958981
-0.777778,3,57.974563
-0.777778,3,58.005809
-0.777778,3,58.021433
-0.777778,3,58.037055
-0.777778,3,58.069441
-0.777778,3,58.085392
-0.777778,3,58.113907
-9.777778,3,58.129856
-0.666667,4,58.153845
-0.777778,3,58.170828
-0.777778,3,58.186874
-0.777778,3,58.210867
-9.555556,5,58.236179
-0.777778,3,58.26017
-9.777778,3,58.276157
-0.777778,3,58.284269
-0.666667,4,58.315531
-0.666667,4,58.395083
-0.777778,3,58.419112
-0.777778,3,58.443062
-0.777778,3,58.466907
-0.777778,3,58.483808
-0.777778,3,58.499432
-9.777778,3,58.515054
-0.777778,3,58.546302
-9.777778,3,58.561937
-0.777778,3,58.57756
-0.777778,3,58.593199
-0.777778,3,58.608806
-9.777778,3,58.624421
-0.777778,3,58.640026
-0.777778,3,58.655655
-0.666667,4,58.655655
-0.777778,3,58.671289
-0.777778,3,58.686903
-9.777778,3,58.702561
-0.777778,3,58.702561
-0.777778,3,58.718146
-0.777778,3,58.733801
-0.777778,3,58.765026
-0.777778,3,58.780654
-0.777778,3,58.811896
-0.777778,3,58.827526
-0.777778,3,58.843151
-9.666667,4,58.858804
-0.777778,3,58.892793
-9.777778,3,58.914574
-0.666667,4,58.93018
-0.777778,3,58.945796
-9.777778,3,58.977392
-0.777778,3,58.99307
-0.777778,3,59.01002
-0.777778,3,59.041345
-0.777778,3,59.065486
-0.777778,3,59.082054
-0.777778,3,59.098649
-0.777778,3,59.114569
-0.777778,3,59.114569
-9.888889,2,59.130244
-0.777778,3,59.178054
-0.777778,3,59.202088
-0.777778,3,59.226083
-0.777778,3,59.249772
-9.777778,3,59.265486
-0.777778,3,59.297334
-0.777778,3,59.313012
-0.777778,3,59.32867
-0.777778,3,59.344281
-0.777778,3,59.359892
-0.777778,3,59.375543
-0.777778,3,59.391138
-0.777778,3,59.422394
-9.888889,2,59.422394
-0.777778,3,59.438008
-0.777778,3,59.453635
-9.666667,4,59.469251
-9.777778,3,59.484878
-0.777778,3,59.516126
-0.777778,3,59.531745
-0.777778,3,59.563001
-0.777778,3,59.578608
-0.777778,3,59.594242
-0.777778,3,59.625488
-9.888889,2,59.641111
-0.666667,4,59.65671
-0.777778,3,59.672356
-0.777778,3,59.687989
-0.777778,3,59.703556
-0.666667,4,59.724625
-0.777778,3,59.740348
-9.666667,4,59.771538
-0.777778,3,59.787166
-0.777778,3,59.802799
-0.777778,3,59.818442
-0.777778,3,59.835166
-0.777778,3,59.850849
-0.777778,3,59.866481
-0.777778,3,59.882039
-9.777778,3,59.8977
-0.777778,3,59.913324
-0.666667,4,59.928995
-9.555556,5,60.011856
-0.777778,3,60.035799
-0.777778,3,60.043795
-9.777778,3,60.051884
-0.666667,4,60.079754
-0.777778,3,60.095704
-0.777778,3,60.119772
-0.777778,3,60.135757
-0.777778,3,60.155707
-0.666667,4,60.165949
-0.777778,3,60.174054
-0.777778,3,60.191175
-9.777778,3,60.199221
-9.777778,3,60.207221
-0.777778,3,60.217019
-0.777778,3,60.232949
-0.777778,3,60.240949
