#{"t_start": 1629205224.2267869, "env_id": null}
r,l,t 
0.444444,5,134.722017
-0.666667,4,134.737704
-0.777778,3,134.753346
-0.777778,3,134.784552
-0.777778,3,134.800176
1.333333,4,134.816947
-0.666667,4,134.848243
-0.777778,3,134.863872
-0.777778,3,134.895117
-0.777778,3,134.919621
-0.777778,3,134.935357
-0.777778,3,134.966572
-9.777778,3,134.98218
-0.777778,3,134.997812
1.333333,4,135.013437
-0.777778,3,135.028999
-0.777778,3,135.044703
-0.777778,3,135.072603
-0.777778,3,135.096568
-0.777778,3,135.112615
-0.777778,3,135.128597
-0.777778,3,135.144604
-0.777778,3,135.168556
-0.777778,3,135.177311
-0.777778,3,135.185379
-0.777778,3,135.201302
-0.777778,3,135.217336
-0.777778,3,135.241286
-0.777778,3,135.265278
-0.777778,3,135.343975
-0.777778,3,135.366322
-0.777778,3,135.390363
0.444444,5,135.414153
-0.777778,3,135.429823
1.333333,4,135.461067
-0.777778,3,135.476643
-9.666667,4,135.492267
-0.777778,3,135.523563
-9.777778,3,135.539189
-9.666667,4,135.554809
-9.555556,5,135.586067
-9.777778,3,135.601683
-0.777778,3,135.632917
0.444444,5,135.6485
-0.777778,3,135.68076
-0.777778,3,135.711385
-0.666667,4,135.727024
-0.777778,3,135.758251
-0.777778,3,135.773872
-0.777778,3,135.789496
-0.777778,3,135.789496
-9.666667,4,135.805145
-0.777778,3,135.820844
-0.777778,3,135.824574
-0.777778,3,135.840238
-9.777778,3,135.840238
-0.777778,3,135.855892
-0.777778,3,135.864408
-0.777778,3,135.895662
-0.777778,3,135.911285
-0.777778,3,135.911285
-0.777778,3,135.926907
-0.777778,3,135.942542
-0.777778,3,135.954457
-9.888889,2,135.954457
-0.777778,3,135.970534
-0.666667,4,135.978446
-0.777778,3,135.986508
-0.666667,4,136.046849
0.444444,5,136.074589
-0.777778,3,136.095529
-0.777778,3,136.120255
-0.777778,3,136.136811
-0.777778,3,136.152799
-0.666667,4,136.160795
-0.777778,3,136.168794
-0.777778,3,136.184775
-0.777778,3,136.200774
-0.777778,3,136.208777
-9.777778,3,136.216766
-0.777778,3,136.224766
-0.777778,3,136.240747
-0.777778,3,136.248753
-0.777778,3,136.264746
-0.777778,3,136.27274
-0.777778,3,136.28073
-0.777778,3,136.293398
-9.666667,4,136.309405
-0.777778,3,136.325714
-0.666667,4,136.357003
-9.555556,5,136.372632
-0.777778,3,136.405098
-0.777778,3,136.42077
-0.777778,3,136.436398
-0.777778,3,136.467635
-0.777778,3,136.48327
-0.777778,3,136.498894
-0.777778,3,136.530146
-0.777778,3,136.545761
-0.777778,3,136.577001
-0.777778,3,136.592622
-0.777778,3,136.608255
-0.777778,3,136.63898
-0.666667,4,136.655044
-0.777778,3,136.688603
-0.777778,3,136.704255
-0.777778,3,136.735529
-0.777778,3,136.751164
-0.777778,3,136.834642
-0.777778,3,136.866681
-0.777778,3,136.882664
-0.777778,3,136.898842
-0.777778,3,136.930138
-0.666667,4,136.94576
-0.777778,3,136.976999
-0.777778,3,136.992622
-0.777778,3,137.008257
-0.777778,3,137.039506
1.333333,4,137.063813
-0.666667,4,137.086128
-0.777778,3,137.110257
0.444444,5,137.134313
-0.777778,3,137.150322
-0.777778,3,137.166339
-0.777778,3,137.174318
1.333333,4,137.200335
-0.777778,3,137.217566
-9.555556,5,137.24155
0.444444,5,137.26548
-0.777778,3,137.289515
-0.777778,3,137.305501
-0.777778,3,137.329498
-0.777778,3,137.353482
-0.666667,4,137.369486
-9.777778,3,137.393221
-0.777778,3,137.408826
-0.777778,3,137.428796
-0.666667,4,137.460114
-0.777778,3,137.475737
1.333333,4,137.491773
-0.777778,3,137.523137
-0.777778,3,137.539857
-0.777778,3,137.555525
-0.777778,3,137.571158
-0.777778,3,137.602395
-0.777778,3,137.618031
-9.555556,5,137.706508
-0.666667,4,137.730517
-0.777778,3,137.747761
-0.666667,4,137.763836
-0.777778,3,137.795131
-0.777778,3,137.810757
-0.777778,3,137.841993
-0.777778,3,137.85762
-0.777778,3,137.873251
-0.777778,3,137.904495
-9.777778,3,137.920127
-9.777778,3,137.935752
-0.666667,4,137.951396
-0.777778,3,137.982604
-0.777778,3,137.998247
-0.777778,3,138.013859
-0.777778,3,138.0295
-0.777778,3,138.045056
-0.777778,3,138.072552
-0.666667,4,138.080625
-0.777778,3,138.096332
-9.777778,3,138.111949
-0.777778,3,138.143171
-0.777778,3,138.163352
0.444444,5,138.179203
1.333333,4,138.210659
-9.555556,5,138.226265
-0.777778,3,138.257511
-0.777778,3,138.274327
-0.777778,3,138.290319
-0.777778,3,138.321637
-0.777778,3,138.337235
-0.777778,3,138.352909
-0.777778,3,138.368541
-0.777778,3,138.390022
-0.777778,3,138.405739
-0.777778,3,138.436939
-0.777778,3,138.452559
-0.777778,3,138.468226
-0.777778,3,138.532023
-0.777778,3,138.570074
0.444444,5,138.59258
-0.777778,3,138.608255
0.444444,5,138.639512
-0.777778,3,138.655124
-9.777778,3,138.670745
-0.777778,3,138.701991
-0.777778,3,138.717615
-0.666667,4,138.748853
-0.777778,3,138.764497
-0.777778,3,138.78006
-0.777778,3,138.800079
0.444444,5,138.829501
-0.777778,3,138.860753
-0.777778,3,138.876436
-0.777778,3,138.89206
-0.777778,3,138.907679
-9.666667,4,138.938918
-0.777778,3,138.938918
-9.777778,3,138.964071
0.444444,5,138.972106
-0.777778,3,138.988051
-0.777778,3,138.996094
-0.777778,3,139.012041
-0.666667,4,139.020078
-0.777778,3,139.028036
-0.777778,3,139.036079
-0.666667,4,139.052193
-0.777778,3,139.061206
-0.777778,3,139.077219
-0.777778,3,139.085256
-0.777778,3,139.093212
-0.777778,3,139.106031
-0.666667,4,139.122031
-0.777778,3,139.130083
-0.777778,3,139.146101
-0.777778,3,139.154119
-0.777778,3,139.169817
-0.777778,3,139.262105
-0.777778,3,139.278031
-0.777778,3,139.291946
-0.777778,3,139.323245
-0.777778,3,139.33882
-0.777778,3,139.370064
-0.777778,3,139.385688
-0.666667,4,139.403525
0.444444,5,139.427574
-0.777778,3,139.451433
-0.666667,4,139.467057
-0.666667,4,139.498318
-0.777778,3,139.513931
0.444444,5,139.545172
-0.777778,3,139.560832
-0.666667,4,139.576374
-9.777778,3,139.576374
-0.777778,3,139.592031
-0.777778,3,139.60766
-9.555556,5,139.623331
-0.666667,4,139.638927
-0.777778,3,139.654546
-0.777778,3,139.670171
-0.777778,3,139.701416
-9.555556,5,139.717033
-0.777778,3,139.732679
-0.777778,3,139.748954
-0.777778,3,139.748954
-9.888889,2,139.764822
-0.777778,3,139.764822
-9.777778,3,139.780452
-0.777778,3,139.796071
-0.777778,3,139.811725
-0.777778,3,139.843663
0.444444,5,139.859288
-0.777778,3,139.890544
-0.777778,3,139.906165
-0.777778,3,139.921792
-0.777778,3,140.019048
-0.666667,4,140.043044
-0.777778,3,140.061165
-0.777778,3,140.077289
-0.777778,3,140.101223
-0.666667,4,140.125178
-0.777778,3,140.141211
-0.777778,3,140.165785
-0.666667,4,140.181853
-0.777778,3,140.197525
-0.777778,3,140.228774
-0.777778,3,140.244395
1.333333,4,140.275642
-0.777778,3,140.29126
1.333333,4,140.306899
-0.666667,4,140.338144
-9.888889,2,140.353759
-0.777778,3,140.369343
-0.777778,3,140.385005
0.444444,5,140.416255
-0.777778,3,140.431877
-0.777778,3,140.463119
-0.777778,3,140.478757
-0.777778,3,140.494355
-0.666667,4,140.509989
-0.666667,4,140.525622
-0.777778,3,140.525622
-0.777778,3,140.541236
-0.777778,3,140.556862
-0.777778,3,140.572491
-0.777778,3,140.572491
-0.777778,3,140.588061
0.444444,5,140.619364
-0.777778,3,140.634975
-0.777778,3,140.650626
1.333333,4,140.666254
-0.777778,3,140.697436
-9.666667,4,140.713087
-0.777778,3,140.799691
-0.777778,3,140.831734
-0.777778,3,140.845733
-0.777778,3,140.853737
-0.777778,3,140.862682
-0.777778,3,140.87867
-0.777778,3,140.87867
-0.666667,4,140.894292
-0.777778,3,140.894292
-0.777778,3,140.909916
-0.777778,3,140.925539
-0.777778,3,140.925539
-0.777778,3,140.941162
-0.777778,3,140.941162
-0.777778,3,140.973444
-0.777778,3,140.989438
-0.777778,3,140.997433
-0.777778,3,141.005431
-0.777778,3,141.021424
-0.777778,3,141.02947
-0.777778,3,141.037417
-0.666667,4,141.048805
-0.777778,3,141.064934
-9.777778,3,141.07289
-0.777778,3,141.080887
-0.777778,3,141.088883
-0.777778,3,141.104876
-0.777778,3,141.112893
-9.777778,3,141.12094
-0.777778,3,141.144902
-0.777778,3,141.1609
-0.777778,3,141.176902
-0.777778,3,141.184879
-0.777778,3,141.200989
-0.777778,3,141.209042
-0.777778,3,141.217283
-0.777778,3,141.225636
-0.777778,3,141.23374
-0.777778,3,141.249417
-0.777778,3,141.249417
-9.777778,3,141.265047
-0.777778,3,141.280611
-0.777778,3,141.328645
-0.777778,3,141.35279
-0.777778,3,141.368875
-0.777778,3,141.384841
-0.777778,3,141.393011
-0.777778,3,141.393011
-0.777778,3,141.40869
-0.777778,3,141.424304
-0.777778,3,141.424304
-0.777778,3,141.439919
-0.777778,3,141.439919
-0.777778,3,141.455542
-0.777778,3,141.471166
-0.777778,3,141.471166
-0.777778,3,141.486788
-0.777778,3,141.486788
-0.777778,3,141.502412
-0.777778,3,141.518035
-0.777778,3,141.522622
-0.666667,4,141.538298
-0.777778,3,141.538298
-0.777778,3,141.55392
-0.777778,3,141.55392
-0.777778,3,141.56953
-0.666667,4,141.585122
-0.777778,3,141.61637
-0.777778,3,141.632091
-0.777778,3,141.633094
-0.666667,4,141.648721
-9.666667,4,141.664345
0.444444,5,141.680007
-9.777778,3,141.695596
1.333333,4,141.726838
-0.777778,3,141.726838
-0.777778,3,141.742462
-0.777778,3,141.758115
0.444444,5,141.758115
-0.777778,3,141.773708
-0.777778,3,141.773708
-0.777778,3,141.789331
-0.777778,3,141.886833
-0.777778,3,141.902778
-0.777778,3,141.926921
-0.777778,3,141.942615
-0.777778,3,141.958227
-9.777778,3,141.973833
-0.777778,3,142.005086
-9.777778,3,142.02071
-0.777778,3,142.036334
-0.777778,3,142.069935
-0.777778,3,142.085923
1.333333,4,142.109916
-0.777778,3,142.133907
0.444444,5,142.157891
-0.666667,4,142.181887
-0.777778,3,142.205877
-0.777778,3,142.22986
-0.777778,3,142.245852
-0.666667,4,142.269852
-0.777778,3,142.293801
-0.777778,3,142.309416
-0.777778,3,142.325048
-0.777778,3,142.356297
-0.777778,3,142.371917
-0.777778,3,142.38754
-0.777778,3,142.418936
-0.777778,3,142.434565
-0.777778,3,142.450183
-0.777778,3,142.481435
-0.777778,3,142.497053
-0.777778,3,142.512679
-0.777778,3,142.543925
-0.777778,3,142.559549
-0.777778,3,142.590791
-0.777778,3,142.606408
-0.666667,4,142.622041
-0.777778,3,142.653298
-0.777778,3,142.668911
-0.777778,3,142.684534
0.444444,5,142.715792
-0.777778,3,142.805848
-0.777778,3,142.829792
-0.777778,3,142.845901
-0.777778,3,142.845901
-0.666667,4,142.861575
-0.777778,3,142.877201
-0.777778,3,142.877201
-0.777778,3,142.892815
-0.777778,3,142.892815
-0.777778,3,142.908433
-0.777778,3,142.924078
-0.777778,3,142.924078
-0.777778,3,142.939713
-0.666667,4,142.955327
-0.777778,3,142.986513
0.444444,5,143.002184
-0.777778,3,143.033424
-0.777778,3,143.033424
-0.777778,3,143.049629
-0.777778,3,143.057643
-0.777778,3,143.073628
-0.777778,3,143.081625
0.444444,5,143.089621
-0.777778,3,143.097615
-0.777778,3,143.113573
-0.777778,3,143.121604
-0.666667,4,143.1296
-0.666667,4,143.137605
-0.777778,3,143.15359
-0.777778,3,143.161598
-0.777778,3,143.169589
-0.777778,3,143.177589
-0.777778,3,143.185582
1.333333,4,143.201574
-0.777778,3,143.20958
-9.777778,3,143.213984
-0.777778,3,143.230027
-9.888889,2,143.230027
0.444444,5,143.246021
-0.777778,3,143.292614
-0.777778,3,143.308604
-0.666667,4,143.324708
-9.777778,3,143.333771
-0.666667,4,143.341793
-0.777778,3,143.357479
-0.666667,4,143.373074
-0.777778,3,143.38872
-0.777778,3,143.404346
-0.777778,3,143.419972
-0.666667,4,143.435576
-0.777778,3,143.435576
-0.777778,3,143.45121
-0.777778,3,143.466844
-0.777778,3,143.466844
-0.777778,3,143.482464
-0.777778,3,143.482464
-0.777778,3,143.49806
-0.777778,3,143.513692
-0.777778,3,143.513692
-0.777778,3,143.529322
-0.777778,3,143.529322
-0.777778,3,143.544939
-0.777778,3,143.560554
-0.777778,3,143.560554
-0.777778,3,143.576191
-0.666667,4,143.591766
-0.777778,3,143.591766
-0.777778,3,143.607436
-0.777778,3,143.623062
-0.666667,4,143.623062
0.444444,5,143.638692
-0.777778,3,143.669928
-0.777778,3,143.669928
-0.777778,3,143.685557
-0.777778,3,143.701214
-0.777778,3,143.716852
-0.777778,3,143.732438
-0.777778,3,143.763677
1.333333,4,143.779302
-0.777778,3,143.868497
-0.777778,3,143.892414
-0.777778,3,143.908519
-0.777778,3,143.924183
-0.777778,3,143.955453
-0.777778,3,143.971051
-0.777778,3,144.002294
-0.777778,3,144.017912
-0.777778,3,144.033544
-0.777778,3,144.063167
-0.777778,3,144.088099
-0.777778,3,144.112085
-0.777778,3,144.128074
-0.777778,3,144.152073
-0.777778,3,144.16806
-0.777778,3,144.184527
-0.777778,3,144.20054
-0.777778,3,144.224497
-0.777778,3,144.245807
-0.777778,3,144.261845
-0.777778,3,144.28585
-0.777778,3,144.309825
-0.777778,3,144.325821
-0.777778,3,144.349817
-0.777778,3,144.367012
-0.777778,3,144.383095
-0.777778,3,144.414389
-0.777778,3,144.43001
-0.777778,3,144.445637
-0.777778,3,144.476875
-0.777778,3,144.492504
-0.777778,3,144.508165
-0.777778,3,144.523752
-0.777778,3,144.555003
-0.777778,3,144.570625
-9.777778,3,144.586375
-0.777778,3,144.617768
-0.666667,4,144.633345
1.333333,4,144.64897
-0.777778,3,144.680224
-0.777778,3,144.695856
-0.777778,3,144.727097
0.444444,5,144.805954
0.444444,5,144.829929
-0.777778,3,144.853033
-0.777778,3,144.868998
0.444444,5,144.884951
-0.777778,3,144.9162
-0.777778,3,144.931826
-0.777778,3,144.947444
-0.777778,3,144.978689
-0.777778,3,144.994316
-9.777778,3,145.02556
0.444444,5,145.041183
-0.777778,3,145.073428
-0.777778,3,145.097214
-0.777778,3,145.112864
-0.777778,3,145.128486
-0.777778,3,145.159669
-0.777778,3,145.175329
-0.777778,3,145.190961
-0.777778,3,145.222211
-0.777778,3,145.23783
-9.777778,3,145.253483
-0.777778,3,145.269073
-0.777778,3,145.284651
-0.777778,3,145.284651
-0.777778,3,145.300324
-9.888889,2,145.300324
-0.777778,3,145.315968
-0.777778,3,145.331602
-9.777778,3,145.347244
-9.555556,5,145.362824
-0.666667,4,145.378461
-0.777778,3,145.394015
-0.777778,3,145.409703
-0.777778,3,145.409703
-0.777778,3,145.425307
-0.777778,3,145.440897
-0.777778,3,145.456558
-0.777778,3,145.472189
-0.777778,3,145.557352
-0.666667,4,145.589337
-0.777778,3,145.602669
-0.777778,3,145.61836
-0.777778,3,145.649586
-9.777778,3,145.665214
-9.777778,3,145.680844
-0.777778,3,145.696468
-0.777778,3,145.712111
-0.777778,3,145.734574
-0.777778,3,145.749762
-0.777778,3,145.765465
-9.777778,3,145.796708
-0.666667,4,145.812332
-0.777778,3,145.827954
-0.777778,3,145.844724
-0.777778,3,145.860412
-0.666667,4,145.876011
-0.777778,3,145.891649
-0.777778,3,145.90731
-0.777778,3,145.922924
-0.777778,3,145.954144
-0.666667,4,145.969761
-0.777778,3,145.985428
-0.777778,3,146.001015
-0.666667,4,146.032256
-0.777778,3,146.058429
-9.777778,3,146.074383
-0.777778,3,146.098364
-0.666667,4,146.114376
-0.777778,3,146.130541
-0.666667,4,146.161824
-0.777778,3,146.17763
-0.666667,4,146.193427
-9.666667,4,146.224621
-0.777778,3,146.240511
-0.777778,3,146.256533
-0.777778,3,146.287789
-0.666667,4,146.303401
-0.777778,3,146.381515
-0.777778,3,146.421737
-9.777778,3,146.437727
0.444444,5,146.453807
-0.777778,3,146.485111
-0.777778,3,146.500726
-0.777778,3,146.531964
-0.777778,3,146.547584
-0.777778,3,146.563218
-0.777778,3,146.578835
-0.777778,3,146.594467
-0.777778,3,146.625664
-0.777778,3,146.648669
-0.777778,3,146.664843
-9.666667,4,146.680429
-0.777778,3,146.711728
-0.777778,3,146.727297
-0.777778,3,146.74292
1.333333,4,146.74292
-0.777778,3,146.775377
-0.777778,3,146.790998
-0.777778,3,146.790998
-0.777778,3,146.80662
-0.777778,3,146.82232
-0.777778,3,146.837868
-0.777778,3,146.853572
-9.777778,3,146.884736
-0.777778,3,146.904813
-0.666667,4,146.920446
-0.777778,3,146.936109
-0.777778,3,146.967666
-0.777778,3,146.983499
-0.777778,3,147.014721
-0.777778,3,147.03035
-9.555556,5,147.045927
-0.666667,4,147.058117
-0.777778,3,147.075217
-0.777778,3,147.091267
-9.555556,5,147.115247
-0.777778,3,147.13127
-0.666667,4,147.219302
-0.777778,3,147.243294
-0.777778,3,147.251329
-0.777778,3,147.282624
-0.777778,3,147.298259
-0.777778,3,147.313868
-0.777778,3,147.313868
-0.777778,3,147.329491
-0.777778,3,147.345108
-0.777778,3,147.360753
-0.777778,3,147.376396
-0.777778,3,147.407602
-0.777778,3,147.423254
-0.777778,3,147.438874
-0.777778,3,147.454508
-0.666667,4,147.485721
-0.777778,3,147.501353
-0.777778,3,147.516975
-0.777778,3,147.548223
-0.777778,3,147.56385
-0.777778,3,147.595082
-0.666667,4,147.610716
-0.777778,3,147.626337
-0.777778,3,147.657585
-0.777778,3,147.673159
-0.777778,3,147.688831
-0.666667,4,147.720091
-0.777778,3,147.7357
-0.777778,3,147.75132
-0.777778,3,147.75132
-0.666667,4,147.766977
-0.666667,4,147.782566
-0.777778,3,147.813817
-0.666667,4,147.830755
-0.777778,3,147.86205
-0.666667,4,147.877676
-0.777778,3,147.90892
0.444444,5,147.924551
-0.777778,3,147.940174
-0.666667,4,148.035028
-0.777778,3,148.068132
-0.777778,3,148.092115
-0.777778,3,148.116109
-0.777778,3,148.140095
-0.777778,3,148.157234
-0.777778,3,148.181169
-0.666667,4,148.198945
-0.777778,3,148.20695
-0.777778,3,148.214969
-0.777778,3,148.222945
0.444444,5,148.231049
-0.777778,3,148.251054
-0.777778,3,148.251054
-0.777778,3,148.266716
-0.777778,3,148.266716
-0.777778,3,148.28238
-0.777778,3,148.28238
-0.777778,3,148.297969
-0.777778,3,148.313597
1.333333,4,148.313597
-0.777778,3,148.329974
-0.777778,3,148.34561
-0.777778,3,148.34561
-0.777778,3,148.376898
-0.777778,3,148.392519
-0.777778,3,148.408149
-0.777778,3,148.440541
-0.777778,3,148.456171
-0.777778,3,148.471793
-0.666667,4,148.503039
-0.777778,3,148.518712
-0.777778,3,148.55054
-0.777778,3,148.566206
-0.777778,3,148.581856
-0.777778,3,148.59741
-0.777778,3,148.628705
-0.666667,4,148.644338
1.333333,4,148.659965
-0.777778,3,148.675586
-0.777778,3,148.744239
-0.777778,3,148.77623
-9.777778,3,148.792223
-0.666667,4,148.816012
-0.777778,3,148.831579
-0.777778,3,148.862865
-0.777778,3,148.878511
-0.777778,3,148.894072
-0.777778,3,148.909692
-0.777778,3,148.925391
-0.666667,4,148.956565
-0.777778,3,148.972188
-0.666667,4,148.98789
-0.777778,3,149.019056
-0.777778,3,149.034709
-0.777778,3,149.050988
-0.777778,3,149.075025
-0.666667,4,149.094799
-9.666667,4,149.118842
-0.777778,3,149.142842
-0.777778,3,149.166822
-0.777778,3,149.182822
-0.777778,3,149.198827
-9.777778,3,149.214797
-0.777778,3,149.230819
-0.777778,3,149.254793
-0.777778,3,149.278867
-9.666667,4,149.294532
0.444444,5,149.325737
-9.666667,4,149.341409
-0.777778,3,149.357042
-0.777778,3,149.372656
-0.777778,3,149.388278
-9.888889,2,149.403921
-9.666667,4,149.435144
-0.777778,3,149.450771
-0.777778,3,149.466413
-9.777778,3,149.497655
-0.777778,3,149.51326
-0.777778,3,149.528893
-0.777778,3,149.611705
-0.777778,3,149.63575
-0.777778,3,149.648803
-0.777778,3,149.664486
-0.777778,3,149.680107
-0.777778,3,149.71134
-0.777778,3,149.726918
-0.777778,3,149.742582
-0.777778,3,149.758215
-0.666667,4,149.789459
-9.888889,2,149.805104
-9.555556,5,149.820694
-0.777778,3,149.836358
-9.555556,5,149.851957
-9.555556,5,149.88321
0.444444,5,149.898825
-0.777778,3,149.914445
0.444444,5,149.945691
-0.666667,4,149.96132
-0.777778,3,149.992562
-0.777778,3,150.008211
0.444444,5,150.023843
-0.777778,3,150.055608
-0.777778,3,150.07562
-0.777778,3,150.099631
-0.777778,3,150.115603
-0.777778,3,150.139589
-0.777778,3,150.155587
-0.777778,3,150.171572
-0.777778,3,150.195571
-0.777778,3,150.219562
-0.777778,3,150.235547
-0.666667,4,150.259543
-0.777778,3,150.284466
-0.666667,4,150.308457
-0.777778,3,150.32446
-0.777778,3,150.332593
-0.777778,3,150.410712
-0.777778,3,150.437815
-0.777778,3,150.456018
-0.777778,3,150.479966
-0.777778,3,150.488055
-0.777778,3,150.519379
-0.777778,3,150.534975
-0.777778,3,150.550601
-0.777778,3,150.566239
-0.777778,3,150.597466
0.444444,5,150.613087
-0.666667,4,150.644336
-0.777778,3,150.659961
-0.777778,3,150.675599
-0.777778,3,150.69124
-9.555556,5,150.722456
-0.666667,4,150.738081
-0.777778,3,150.769324
-0.777778,3,150.784948
-9.777778,3,150.800572
-9.777778,3,150.83182
-0.777778,3,150.848396
-0.777778,3,150.864017
-0.666667,4,150.89527
-0.777778,3,150.910887
-0.777778,3,150.942152
0.444444,5,150.957748
-0.666667,4,150.989004
-0.777778,3,151.004639
-0.777778,3,151.020244
-0.666667,4,151.035886
-0.777778,3,151.052143
0.444444,5,151.076181
-0.666667,4,151.100205
-0.777778,3,151.124169
-0.777778,3,151.140152
-0.777778,3,151.164144
-0.777778,3,151.188138
-0.777778,3,151.260061
-0.777778,3,151.284103
-0.777778,3,151.308081
-9.777778,3,151.324098
-0.777778,3,151.348068
-9.777778,3,151.372063
-0.777778,3,151.38017
-0.777778,3,151.411481
-0.777778,3,151.427088
-9.777778,3,151.442712
-9.888889,2,151.458343
-0.777778,3,151.489587
-0.777778,3,151.505204
-0.777778,3,151.52083
-0.666667,4,151.552089
-0.777778,3,151.567701
0.444444,5,151.598897
-9.555556,5,151.614582
-0.777778,3,151.630209
-0.777778,3,151.645815
-0.777778,3,151.66145
-0.777778,3,151.692677
-0.777778,3,151.708363
-0.777778,3,151.723948
-0.777778,3,151.73956
-9.555556,5,151.770813
-0.777778,3,151.786438
-0.777778,3,151.802079
0.444444,5,151.817672
-0.777778,3,151.833686
-0.777778,3,151.849372
-0.777778,3,151.88063
-0.777778,3,151.896276
-0.777778,3,151.911876
-0.777778,3,151.927509
-0.777778,3,151.94312
-0.777778,3,151.958759
-0.777778,3,151.989978
-0.777778,3,152.005619
-0.777778,3,152.021236
-0.777778,3,152.110192
-0.777778,3,152.121039
-0.777778,3,152.154397
-0.777778,3,152.178413
-0.777778,3,152.202501
-0.777778,3,152.218137
-0.777778,3,152.233757
-0.777778,3,152.249386
-9.555556,5,152.280627
-0.777778,3,152.296253
-0.777778,3,152.311993
-0.777778,3,152.327812
-0.777778,3,152.34343
-0.777778,3,152.374662
-0.777778,3,152.390278
-0.777778,3,152.405911
-0.777778,3,152.437108
-0.777778,3,152.452781
-0.777778,3,152.468403
-0.777778,3,152.499667
-0.777778,3,152.515276
-0.777778,3,152.54652
-0.666667,4,152.562142
-0.777778,3,152.577769
-0.777778,3,152.609024
-0.777778,3,152.624646
-0.777778,3,152.640251
-0.777778,3,152.655885
-0.777778,3,152.671551
-0.777778,3,152.702746
-0.777778,3,152.718384
-0.777778,3,152.734012
-0.777778,3,152.749637
-0.777778,3,152.765257
-9.777778,3,152.780871
-0.777778,3,152.796489
-0.777778,3,152.827729
-0.777778,3,152.843376
-0.777778,3,152.874605
-0.666667,4,152.890241
-0.777778,3,152.905869
-0.666667,4,152.999555
-0.666667,4,153.030756
-0.777778,3,153.051106
-0.777778,3,153.075345
-0.777778,3,153.091386
-0.666667,4,153.099339
-9.666667,4,153.115314
-0.777778,3,153.123324
-0.777778,3,153.131426
-0.777778,3,153.131426
-0.666667,4,153.147103
-0.666667,4,153.147103
-0.777778,3,153.162703
-9.666667,4,153.178343
-0.777778,3,153.178343
-0.777778,3,153.193917
-0.666667,4,153.209582
-0.777778,3,153.209582
-0.777778,3,153.225199
-0.777778,3,153.225199
-0.777778,3,153.240837
-0.666667,4,153.240837
-0.777778,3,153.256416
-0.666667,4,153.272068
-0.666667,4,153.272068
-0.777778,3,153.287698
0.444444,5,153.30333
-0.777778,3,153.307827
-0.777778,3,153.307827
-0.666667,4,153.323492
-0.777778,3,153.339127
-0.666667,4,153.3547
-0.777778,3,153.370385
-0.777778,3,153.386029
-0.777778,3,153.401624
0.444444,5,153.434758
-0.666667,4,153.450367
-0.777778,3,153.544058
-0.777778,3,153.569824
-0.777778,3,153.58583
0.444444,5,153.610791
-0.777778,3,153.626462
1.333333,4,153.642086
-0.666667,4,153.673333
-0.666667,4,153.688953
-9.555556,5,153.704584
-0.777778,3,153.720199
-0.777778,3,153.735855
-0.777778,3,153.76707
-0.777778,3,153.786981
-0.777778,3,153.786981
-0.777778,3,153.818232
-0.777778,3,153.833913
-0.777778,3,153.849528
-0.777778,3,153.880774
-0.777778,3,153.896403
-0.777778,3,153.912025
-0.777778,3,153.943291
0.444444,5,153.96001
-0.777778,3,153.991484
-0.777778,3,154.007344
-0.777778,3,154.022958
0.444444,5,154.056753
-0.777778,3,154.07297
-0.777778,3,154.096899
-0.666667,4,154.113701
-0.777778,3,154.1377
-9.666667,4,154.161701
-0.666667,4,154.177754
-0.777778,3,154.193426
-0.777778,3,154.224638
-0.777778,3,154.240293
-9.555556,5,154.271543
-0.777778,3,154.287169
-0.777778,3,154.302818
-0.777778,3,154.394302
-0.777778,3,154.41871
-0.777778,3,154.434748
-0.777778,3,154.450438
-0.666667,4,154.481624
-0.777778,3,154.497306
1.333333,4,154.528529
-0.777778,3,154.54418
-0.777778,3,154.559966
-0.777778,3,154.57585
-0.777778,3,154.591459
-0.777778,3,154.622689
-0.666667,4,154.638313
-0.777778,3,154.653946
-0.777778,3,154.669575
-0.777778,3,154.700817
-0.777778,3,154.716443
0.444444,5,154.732061
-0.777778,3,154.747704
-0.777778,3,154.763298
-0.666667,4,154.794536
-0.666667,4,154.810169
-0.777778,3,154.825804
-0.777778,3,154.857043
-0.777778,3,154.872666
-0.777778,3,154.903901
-0.777778,3,154.919534
-0.777778,3,154.935159
-0.777778,3,154.966401
-0.777778,3,154.982017
-0.777778,3,154.997661
-0.666667,4,155.028849
-0.777778,3,155.044513
-0.777778,3,155.068743
-0.777778,3,155.081022
-0.777778,3,155.0982
-0.777778,3,155.114232
-0.777778,3,155.140412
-0.777778,3,155.164394
-0.777778,3,155.173278
-0.777778,3,155.254165
-0.777778,3,155.278177
-0.666667,4,155.294321
-0.777778,3,155.30999
1.333333,4,155.325623
-0.777778,3,155.356879
-0.777778,3,155.372497
-0.777778,3,155.388113
-0.777778,3,155.419358
-0.777778,3,155.434972
-0.777778,3,155.450604
-0.777778,3,155.481863
-0.777778,3,155.497465
-0.777778,3,155.513112
-0.777778,3,155.544805
-9.666667,4,155.560554
-0.777778,3,155.576177
-0.777778,3,155.60747
-0.777778,3,155.62309
-0.777778,3,155.638666
-0.777778,3,155.669964
-0.777778,3,155.685591
-0.777778,3,155.716838
-0.777778,3,155.732456
-0.777778,3,155.748077
-0.666667,4,155.785895
-0.777778,3,155.802541
-0.666667,4,155.833853
